URL	Motif_ID
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T37278_0.6	M073_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T37236_0.6	M074_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T37226_0.6	M075_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T37226_0.6	M156_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T37282_0.6	M310_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T37260_0.6	M311_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T37168_0.6	M077_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T37173_0.6	M155_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T61784_0.6	M061_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T61860_0.6	M256_0.6
http://cisbp-rna.ccbr.utoronto.ca/TFreport.php?searchTF=T62023_0.6	M354_0.6
